,ligand_ID,ligands,bind_site,smiles_0,smiles_1
8746,39154,CC(=CP(c1ccccc1)c1ccccc1)CP(c1ccccc1)c1ccccc1,"[3, 16]",CC1=C[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[P](C1)(c1ccccc1)c1ccccc1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CC1=C[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[P](C1)(c1ccccc1)c1ccccc1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
8747,39172,CC(=N[O-])C(C)(C)C,"[2, 3]",CC(=[N]1[O][Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)C(C)(C)C,CC(=[N]1[O][Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)C(C)(C)C
8748,39179,C[Si](C)(c1ccccc1)[C-](->[Hg+2]<-[Cl-])([Si](C)(C)c1ccccc1)[Si](C)(C)c1ccccc1,"[9, 11]",C[Si](C)(c1ccccc1)[C]1(->[Hg+2]<-[Cl][Ni]12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)([Si](C)(C)c1ccccc1)[Si](C)(C)c1ccccc1,C[Si](C)(c1ccccc1)[C]1(->[Hg+2]<-[Cl][Ni]12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)([Si](C)(C)c1ccccc1)[Si](C)(C)c1ccccc1
8749,39180,COc1ccccc1P(c1ccccc1OC)C1CCCC1S(=O)(=O)[O-],"[8, 25]",COc1ccccc1[P]1(c2ccccc2OC)C2CCCC2S(=O)(=O)[O][Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,COc1ccccc1[P]1(c2ccccc2OC)C2CCCC2S(=O)(=O)[O][Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
8750,39181,c1ccc(-c2ccc3ccccc3c2-c2c(-c3ccccn3)ccc3ccccc23)nc1,"[0, 23]",O=C1[O][Ni]2(<-[n]3ccccc3-c3ccc4ccccc4c3-c3c(-c4cccc[n]->24)ccc2ccccc32)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[n]3ccccc3-c3ccc4ccccc4c3-c3c(-c4cccc[n]->24)ccc2ccccc32)[CH](c2ccccc2)N1c1ccccc1
8751,39184,Cc1cc(C=Nc2ccccc2)c([O-])c(C(C)(C)C)c1,"[5, 12]",Cc1cc2C=[N](c3ccccc3)->[Ni]3([O]c2c(C(C)(C)C)c1)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,Cc1cc2C=[N](c3ccccc3)->[Ni]3([O]c2c(C(C)(C)C)c1)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
8752,39185,CSc1ccccc1NCc1ccc2ccccc2n1,"[8, 19]",CSc1ccccc1[NH]1Cc2ccc3ccccc3[n]2->[Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CSc1ccccc1[NH]1Cc2ccc3ccccc3[n]2->[Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
8753,39187,COC(=O)COc1c[c-]c(-c2ccccn2)cc1,"[15, 16]",COC(=O)COc1ccc2-c3cccc[n]3->[Ni]3([c]2c1)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,COC(=O)COc1ccc2-c3cccc[n]3->[Ni]3([c]2c1)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
8754,39189,CSC(=Nc1ccccc1)C(C)[C]N1CCCC1,"[5, 11]",CSC1C(C)[CH](N2CCCC2)[Ni]2(<-[N]=1c1ccccc1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CSC1C(C)[CH](N2CCCC2)[Ni]2(<-[N]=1c1ccccc1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
8755,39194,CC1(C)COC(c2ccc([N+](=O)[O-])cc2C2=NC(C)(C)CO2)=N1,"[0, 12]",CC1(C)COC2c3ccc([N+](=O)[O-])cc3C3=[N](->[Ni]4(<-[N]=21)[O]C(=O)C(c1ccccc1)[N]4c1ccccc1)C(C)(C)CO3,CC1(C)COC2c3ccc([N+](=O)[O-])cc3C3=[N](->[Ni]4(<-[N]=21)[O]C(=O)N(c1ccccc1)[CH]4c1ccccc1)C(C)(C)CO3
8756,39196,Cc1ccc(C2=NC(C)(C)CO2)c(C2=NC(C)(C)CO2)c1,"[6, 7]",Cc1ccc2C3=[N](->[Ni]4(<-[N]5=C(c2c1)OCC5(C)C)[O]C(=O)C(c1ccccc1)[N]4c1ccccc1)C(C)(C)CO3,Cc1ccc2C3=[N](->[Ni]4(<-[N]5=C(c2c1)OCC5(C)C)[O]C(=O)N(c1ccccc1)[CH]4c1ccccc1)C(C)(C)CO3
8757,39198,CCCCCc1ccnc(-c2cc(CCCCC)ccn2)c1,"[8, 9]",CCCCCc1cc[n]2->[Ni]3(<-[n]4ccc(CCCCC)cc4-c2c1)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,CCCCCc1cc[n]2->[Ni]3(<-[n]4ccc(CCCCC)cc4-c2c1)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
8758,39199,CCCCCCCc1ccnc(-c2cc(CCCCCCC)ccn2)c1,"[10, 11]",CCCCCCCc1cc[n]2->[Ni]3(<-[n]4ccc(CCCCCCC)cc4-c2c1)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,CCCCCCCc1cc[n]2->[Ni]3(<-[n]4ccc(CCCCCCC)cc4-c2c1)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
8759,39206,O=[C-]C(=C(c1ccccc1)P(c1ccccc1)c1ccccc1)c1ccccc1,"[1, 10]",O=C1[O][Ni]2([C](=O)C(=C(c3ccccc3)[P]->2(c2ccccc2)c2ccccc2)c2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([C](=O)C(=C(c3ccccc3)[P]->2(c2ccccc2)c2ccccc2)c2ccccc2)[CH](c2ccccc2)N1c1ccccc1
8760,39229,Cn1c(-c2cscn2)nc2ccccc21,"[7, 8]",Cn1c2-c3csc[n]3->[Ni]3(<-[n]2c2ccccc21)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,Cn1c2-c3csc[n]3->[Ni]3(<-[n]2c2ccccc21)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
8761,39230,CCCCN1[C]N(Cc2ccccc2CN2[C]N(CCCC)C=C2)C=C1,"[24, 25]",CCCCN1C=CN2Cc3ccccc3CN3C=CN(CCCC)[CH]3[Ni]3([O]C(=O)C(c4ccccc4)[N]3c3ccccc3)[CH]12,CCCCN1C=CN2Cc3ccccc3CN3C=CN(CCCC)[CH]3[Ni]3([O]C(=O)N(c4ccccc4)[CH]3c3ccccc3)[CH]12
8762,39238,Cc1ccc(S(=O)(=O)[N-]C2CCCCC2N)cc1,"[8, 15]",Cc1ccc(S(=O)(=O)[N]2C3CCCCC3[NH2]->[Ni]23[O]C(=O)C(c2ccccc2)[N]3c2ccccc2)cc1,Cc1ccc(S(=O)(=O)[N]2C3CCCCC3[NH2]->[Ni]23[O]C(=O)N(c2ccccc2)[CH]3c2ccccc2)cc1
8763,39241,Cc1cc(C)c(N2[C]N(CC(NC(C)c3ccccc3)c3ccccc3)C=C2)c(C)c1,"[18, 27]",Cc1cc(C)c(N2C=CN3CC(c4ccccc4)[NH](C(C)c4ccccc4)->[Ni]4([CH]32)[O]C(=O)C(c2ccccc2)[N]4c2ccccc2)c(C)c1,Cc1cc(C)c(N2C=CN3CC(c4ccccc4)[NH](C(C)c4ccccc4)->[Ni]4([CH]32)[O]C(=O)N(c2ccccc2)[CH]4c2ccccc2)c(C)c1
8764,39245,Cc1cccc(C=Nc2cc(C)c(O[Si](C)(C)C)cc2C)n1,"[4, 12]",Cc1cc([N]2=Cc3cccc(C)[n]3->[Ni]<-23[O]C(=O)C(c2ccccc2)[N]3c2ccccc2)c(C)cc1O[Si](C)(C)C,Cc1cc([N]2=Cc3cccc(C)[n]3->[Ni]<-23[O]C(=O)N(c2ccccc2)[CH]3c2ccccc2)c(C)cc1O[Si](C)(C)C
8765,39248,c1ccc(PC(=C(c2ccccc2)P(c2ccccc2)c2ccccc2)c2ccccc2)cc1,"[0, 9]",O=C1[O][Ni]2(<-[PH](C(=C(c3ccccc3)[P]->2(c2ccccc2)c2ccccc2)c2ccccc2)c2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[PH](C(=C(c3ccccc3)[P]->2(c2ccccc2)c2ccccc2)c2ccccc2)c2ccccc2)[CH](c2ccccc2)N1c1ccccc1
8766,39249,C(=C(c1ccccc1)P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,"[0, 9]",O=C1[O][Ni]2(<-[P](C=C(c3ccccc3)[P]->2(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[P](C=C(c3ccccc3)[P]->2(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)[CH](c2ccccc2)N1c1ccccc1
8767,39251,N=C(N=C([NH-])Nc1ccccc1)Nc1ccccc1,"[15, 16]",O=C1[O][Ni]2([NH]C(=NC(Nc3ccccc3)=[NH]->2)Nc2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([NH]C(=NC(Nc3ccccc3)=[NH]->2)Nc2ccccc2)[CH](c2ccccc2)N1c1ccccc1
8768,39256,CCC1C=CC=CC1=O,"[5, 6]",CCC1C=C[CH]2->[Ni]3(<-[CH]=2C1=O)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,CCC1C=C[CH]2->[Ni]3(<-[CH]=2C1=O)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
8769,39257,O=C1C=CC=CC1=Cc1ccccc1,"[0, 1]",O=C1[O][Ni]2(<-[CH]3=[CH]->2C(=O)C(=Cc2ccccc2)C=C3)[N](c2ccccc2)C1c1ccccc1,O=C1C(=Cc2ccccc2)C=C[CH]2->[Ni]3(<-[CH]=21)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
8770,39258,c1ccc(N(c2ccccc2)c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1,"[0, 30]",O=C1[O][Ni]2(<-[n]3ccccc3-c3cc(N(c4ccccc4)c4ccccc4)cc(-c4ccccn4)[n]->23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[n]3ccccc3-c3cc(N(c4ccccc4)c4ccccc4)cc(-c4ccccn4)[n]->23)[CH](c2ccccc2)N1c1ccccc1
8771,39259,CN(C)C(=NC1COCC1N=C(N(C)C)N(C)C)N(C)C,"[7, 13]",CN(C)C(N(C)C)=[N]1C2COCC2[N](=C(N(C)C)N(C)C)->[Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CN(C)C(N(C)C)=[N]1C2COCC2[N](=C(N(C)C)N(C)C)->[Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
8772,39260,CN(C)C(=NC1CCCCC1N=C(N(C)C)N(C)C)N(C)C,"[7, 14]",CN(C)C(N(C)C)=[N]1C2CCCCC2[N](=C(N(C)C)N(C)C)->[Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CN(C)C(N(C)C)=[N]1C2CCCCC2[N](=C(N(C)C)N(C)C)->[Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
8773,39261,CN1CCN(C)C1=NC1CCCCC1N=C1N(C)CCN1C,"[7, 14]",CN1CCN(C)C1=[N]1C2CCCCC2[N](=C2N(C)CCN2C)->[Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CN1CCN(C)C1=[N]1C2CCCCC2[N](=C2N(C)CCN2C)->[Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
8774,39264,CN1[C]N(C(c2[c-]cccc2)c2ccccc2)C=C1,"[17, 18]",CN1C=CN2C(c3ccccc3)c3cccc[c]3[Ni]3([O]C(=O)C(c4ccccc4)[N]3c3ccccc3)[CH]12,CN1C=CN2C(c3ccccc3)c3cccc[c]3[Ni]3([O]C(=O)N(c4ccccc4)[CH]3c3ccccc3)[CH]12
8775,39265,CN(C)C(=NC1CCCC(N=C(N(C)C)N(C)C)C1)N(C)C,"[7, 13]",CN(C)C(N(C)C)=[N]1C2CCCC([N](=C(N(C)C)N(C)C)->[Ni]<-13[O]C(=O)C(c1ccccc1)[N]3c1ccccc1)C2,CN(C)C(N(C)C)=[N]1C2CCCC([N](=C(N(C)C)N(C)C)->[Ni]<-13[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1)C2
8776,39266,CN1CCN(C)C1=NC1CCCC(N=C2N(C)CCN2C)C1,"[7, 13]",CN1CCN(C)C1=[N]1C2CCCC([N](=C3N(C)CCN3C)->[Ni]<-13[O]C(=O)C(c1ccccc1)[N]3c1ccccc1)C2,CN1CCN(C)C1=[N]1C2CCCC([N](=C3N(C)CCN3C)->[Ni]<-13[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1)C2
8777,39268,Cc1c[c-]c(C=O)cc1,"[6, 7]",Cc1ccc2C=[O]->[Ni]3([c]2c1)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,Cc1ccc2C=[O]->[Ni]3([c]2c1)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
8778,39272,[NH-]C(=NC(=Nc1ccccc1)c1ccccc1)c1ccccc1,"[13, 20]",O=C1[O][Ni]2([NH]C(=NC(c3ccccc3)=[N]->2c2ccccc2)c2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([NH]C(=NC(c3ccccc3)=[N]->2c2ccccc2)c2ccccc2)[CH](c2ccccc2)N1c1ccccc1
8779,39273,[c-]1ccccc1C1=NCCN1,"[0, 7]",O=C1[O][Ni]2([c]3ccccc3C3=[N]->2CCN3)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([c]3ccccc3C3=[N]->2CCN3)[CH](c2ccccc2)N1c1ccccc1
8780,39282,COc1cccc(C(=O)[CH-][P+](CP(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)c1,"[9, 12]",COc1cccc(C(=O)[CH]2[P+](C[P](c3ccccc3)(c3ccccc3)->[Ni]23[O]C(=O)C(c2ccccc2)[N]3c2ccccc2)(c2ccccc2)c2ccccc2)c1,COc1cccc(C(=O)[CH]2[P+](C[P](c3ccccc3)(c3ccccc3)->[Ni]23[O]C(=O)N(c2ccccc2)[CH]3c2ccccc2)(c2ccccc2)c2ccccc2)c1
8781,39284,Cc1cc(C)n(CCS(=O)(=O)CCn2nc(C)cc2C)n1,"[5, 6]",Cc1cc(C)[n]2->[Ni]3(<-[n]4c(C)cc(C)n4CCS(=O)(=O)CCn12)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,Cc1cc(C)[n]2->[Ni]3(<-[n]4c(C)cc(C)n4CCS(=O)(=O)CCn12)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
8782,39288,[CH2-]C(=NN(C)C)c1ccccc1,"[1, 5]",C[N]1(C)N=C([CH2][Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)c1ccccc1,C[N]1(C)N=C([CH2][Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)c1ccccc1
8783,39295,N=C(c1[c-]cccc1)c1c(F)cccc1F,"[0, 15]",O=C1[O][Ni]2(<-[NH]=C(c3cccc[c]32)c2c(F)cccc2F)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[NH]=C(c3cccc[c]32)c2c(F)cccc2F)[CH](c2ccccc2)N1c1ccccc1
8784,39296,c1ccc([Si-](O[Si-](c2ccccc2)c2ccccc2)c2ccccc2)cc1,"[0, 2]",O=C1[O][Ni]2([N](c3ccccc3)C1c1ccccc1)[Si](c1ccccc1)(c1ccccc1)O[Si]2(c1ccccc1)c1ccccc1,O=C1[O][Ni]2([CH](c3ccccc3)N1c1ccccc1)[Si](c1ccccc1)(c1ccccc1)O[Si]2(c1ccccc1)c1ccccc1
8785,39297,[O-][Si](O[Si]([O-])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,"[0, 4]",O=C1[O][Ni]2([O][Si](c3ccccc3)(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)[O]2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([O][Si](c3ccccc3)(c3ccccc3)O[Si](c3ccccc3)(c3ccccc3)[O]2)[CH](c2ccccc2)N1c1ccccc1
8786,39313,CC1=CC(C)=Nc2ccccc2NC(C)=CC(C)=Nc2ccccc2[N-]1,"[12, 13]",CC1=CC(C)=Nc2ccccc2[N]2[Ni]3(<-[N](=C(C)C=C2C)c2ccccc2N1)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,CC1=CC(C)=Nc2ccccc2[N]2[Ni]3(<-[N](=C(C)C=C2C)c2ccccc2N1)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
8787,39314,CC1=CC(C)=Nc2ccccc2N=C(C)C(C)C(C)=Nc2ccccc2N1,"[12, 13]",CC1=CC(C)=Nc2ccccc2[N]2->[Ni]3(<-[N](=C(C)C(C)C=2C)c2ccccc2N1)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,CC1=CC(C)=Nc2ccccc2[N]2->[Ni]3(<-[N](=C(C)C(C)C=2C)c2ccccc2N1)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
8788,39315,CC1=CC(C)=Nc2ccccc2N=C(C)C(C)C(C)=Nc2ccccc2[N-]1,"[5, 6]",CC1=CC(C)=[N]2->[Ni]3([N]1c1ccccc1N=C(C)C(C)C(C)=Nc1ccccc12)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,CC1=CC(C)=[N]2->[Ni]3([N]1c1ccccc1N=C(C)C(C)C(C)=Nc1ccccc12)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
8789,39322,C1=CSC(=C2SC=C(c3nnc(N(Cc4ccccn4)Cc4ccccn4)nn3)S2)S1,"[0, 14]",O=C1[O][Ni]2(<-[n]3ccccc3CN(Cc3cccc[n]->23)c2nnc(C3=CSC(=C4SC=CS4)S3)nn2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[n]3ccccc3CN(Cc3cccc[n]->23)c2nnc(C3=CSC(=C4SC=CS4)S3)nn2)[CH](c2ccccc2)N1c1ccccc1
8790,39323,Cc1[nH]c2ccccc2c1C=NN=C([O-])c1ccc(O)cc1,"[11, 14]",Cc1[nH]c2ccccc2c1C=[N]1N=C([O][Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1)c1ccc(O)cc1,Cc1[nH]c2ccccc2c1C=[N]1N=C([O][Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1)c1ccc(O)cc1
8791,39324,O=C(Nc1ccccc1[N+](=O)[O-])c1ccccn1,"[11, 12]",O=C1[O][Ni]2(<-[O]=C(Nc3ccccc3[N+](=O)[O-])c3cccc[n]->23)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[O]=C(Nc3ccccc3[N+](=O)[O-])c3cccc[n]->23)[CH](c2ccccc2)N1c1ccccc1
8792,39329,CN1[C]N(c2ccccn2)C=N1,"[10, 11]",CN1N=CN2c3cccc[n]3->[Ni]3([CH]12)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,CN1N=CN2c3cccc[n]3->[Ni]3([CH]12)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
8793,39331,CC(C)[NH2+]CCN=Cc1cc(Cl)cc(Cl)c1[O-],"[6, 16]",CC(C)[NH2+]CC[N]1=Cc2cc(Cl)cc(Cl)c2[O][Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CC(C)[NH2+]CC[N]1=Cc2cc(Cl)cc(Cl)c2[O][Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
8794,39362,CC([S-])=C[C]N(C)c1c(C)cccc1C,"[3, 14]",CC1=C[CH](N(C)c2c(C)cccc2C)[Ni]2([O]C(=O)C(c3ccccc3)[N]2c2ccccc2)[S]1,CC1=C[CH](N(C)c2c(C)cccc2C)[Ni]2([O]C(=O)N(c3ccccc3)[CH]2c2ccccc2)[S]1
8795,39369,Cc1cc(C)n(C(c2ccc(O)c(O)c2)n2nc(C)cc2C)n1,"[5, 6]",Cc1cc(C)[n]2->[Ni]3(<-[n]4c(C)cc(C)n4C(c4ccc(O)c(O)c4)n12)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,Cc1cc(C)[n]2->[Ni]3(<-[n]4c(C)cc(C)n4C(c4ccc(O)c(O)c4)n12)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
8796,39371,CC(C)(C)c1ccn(C(c2ccc([O-])c([O-])c2)n2ccc(C(C)(C)C)n2)n1,"[0, 26]",CC(C)(C)c1ccn(C(c2ccc3c(c2)[O][Ni]2([O]C(=O)C(c4ccccc4)[N]2c2ccccc2)[O]3)n2ccc(C(C)(C)C)n2)n1,CC(C)(C)c1ccn(C(c2ccc3c(c2)[O][Ni]2([O]C(=O)N(c4ccccc4)[CH]2c2ccccc2)[O]3)n2ccc(C(C)(C)C)n2)n1
8797,39372,Cc1cc(C)n(C(c2ccc([O-])c([O-])c2)n2nc(C)cc2C)n1,"[11, 12]",Cc1cc(C)n(C(c2ccc3c(c2)[O][Ni]2([O]C(=O)C(c4ccccc4)[N]2c2ccccc2)[O]3)n2nc(C)cc2C)n1,Cc1cc(C)n(C(c2ccc3c(c2)[O][Ni]2([O]C(=O)N(c4ccccc4)[CH]2c2ccccc2)[O]3)n2nc(C)cc2C)n1
8798,39376,CC([NH-])=CC1=NCCC1,"[4, 5]",CC1=CC2=[N](->[Ni]3([NH]1)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1)CCC2,CC1=CC2=[N](->[Ni]3([NH]1)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1)CCC2
8799,39376,C=CC(C)(C)C,"[0, 1]",CC(C)(C)[CH]1=[CH2]->[Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CC(C)(C)[CH]1=[CH2]->[Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
8800,39384,CN=Cc1cc(C)cc(C(C)(C)C)c1[O-],"[0, 4]",Cc1cc2C=[N](C)->[Ni]3([O]c2c(C(C)(C)C)c1)[O]C(=O)C(c1ccccc1)[N]3c1ccccc1,Cc1cc2C=[N](C)->[Ni]3([O]c2c(C(C)(C)C)c1)[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1
8801,39392,CC(C)(C)N([O-])c1cccc(-c2ccccn2)n1,"[5, 6]",CC(C)(C)N1[O][Ni]2(<-[n]3c(-c4ccccn4)cccc31)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CC(C)(C)N1[O][Ni]2(<-[n]3c(-c4ccccn4)cccc31)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
8802,39396,CCOC(=S)[S-]->[Hg+2]<-[c-]1ccccc1,"[5, 7]",CCOC(=S)[S]1->[Hg+2]<-[c]2(->[Ni]13[O]C(=O)C(c1ccccc1)[N]3c1ccccc1)ccccc2,CCOC(=S)[S]1->[Hg+2]<-[c]2(->[Ni]13[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1)ccccc2
8803,39425,CC(C)N([C]C(C)(C)c1ccccc1P(c1ccccc1)c1ccccc1)C(C)C,"[4, 14]",CC(C)N(C(C)C)[CH]1C(C)(C)c2ccccc2[P](c2ccccc2)(c2ccccc2)->[Ni]12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CC(C)N(C(C)C)[CH]1C(C)(C)c2ccccc2[P](c2ccccc2)(c2ccccc2)->[Ni]12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
8804,39427,O=C1c2ccc[c-]c2-c2nccc3cc(Br)cc1c23,"[0, 16]",O=C1c2ccc[c]3[Ni]4(<-[n]5ccc6cc(Br)cc1c6c5-c23)[O]C(=O)C(c1ccccc1)[N]4c1ccccc1,O=C1c2ccc[c]3[Ni]4(<-[n]5ccc6cc(Br)cc1c6c5-c23)[O]C(=O)N(c1ccccc1)[CH]4c1ccccc1
8805,39429,[O-]c1c(-c2ccccc2)cc(-c2ccccc2)c2cccnc12,"[17, 18]",O=C1[O][Ni]2([O]c3c(-c4ccccc4)cc(-c4ccccc4)c4ccc[n]->2c34)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([O]c3c(-c4ccccc4)cc(-c4ccccc4)c4ccc[n]->2c34)[CH](c2ccccc2)N1c1ccccc1
8806,39433,O=c1ccocc1[O-],"[0, 7]",O=C1[O][Ni]2([O]c3coccc3=[O]->2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([O]c3coccc3=[O]->2)[CH](c2ccccc2)N1c1ccccc1
8807,39435,CCOC(OCC)c1ccccc1P(c1ccccc1)c1ccccc1,"[10, 23]",CCOC1c2ccccc2[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[O]1CC)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CCOC1c2ccccc2[P](c2ccccc2)(c2ccccc2)->[Ni]2(<-[O]1CC)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
8808,39438,NC(Cc1ccccc1)C(=O)[N-]Cc1ccccc1,"[10, 11]",O=C1[O][Ni]2(<-[NH2]C(Cc3ccccc3)C(=O)[N]2Cc2ccccc2)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2(<-[NH2]C(Cc3ccccc3)C(=O)[N]2Cc2ccccc2)[CH](c2ccccc2)N1c1ccccc1
8809,39442,CN(C)CCN1CC2C3c4ccccc4C(c4ccccc43)C2C1,"[0, 5]",C[N]1(C)CC[N]2(->[Ni]<-13[O]C(=O)C(c1ccccc1)[N]3c1ccccc1)CC1C3c4ccccc4C(c4ccccc43)C1C2,C[N]1(C)CC[N]2(->[Ni]<-13[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1)CC1C3c4ccccc4C(c4ccccc43)C1C2
8810,39448,CC[NH+](CC)CCN=Cc1c([O-])ccc2ccccc12,"[7, 11]",CC[NH+](CC)CC[N]1=Cc2c([O][Ni]<-13[O]C(=O)C(c1ccccc1)[N]3c1ccccc1)ccc1ccccc21,CC[NH+](CC)CC[N]1=Cc2c([O][Ni]<-13[O]C(=O)N(c1ccccc1)[CH]3c1ccccc1)ccc1ccccc21
8811,39450,CC[NH+](CC)CCN=Cc1ccccc1[O-],"[7, 15]",CC[NH+](CC)CC[N]1=Cc2ccccc2[O][Ni]<-12[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CC[NH+](CC)CC[N]1=Cc2ccccc2[O][Ni]<-12[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
8812,39453,CC(N)CC(C)N,"[5, 6]",CC1CC(C)[NH2]->[Ni]2(<-[NH2]1)[O]C(=O)C(c1ccccc1)[N]2c1ccccc1,CC1CC(C)[NH2]->[Ni]2(<-[NH2]1)[O]C(=O)N(c1ccccc1)[CH]2c1ccccc1
8813,39466,[C]1N(Cc2ccccc2CN2[C]N(Cc3cccc4ccccc34)C=C2)C=CN1Cc1cccc2ccccc12,"[0, 25]",O=C1[O][Ni]2([CH]3N(C=CN3Cc3cccc4ccccc34)Cc3ccccc3CN3C=CN(Cc4cccc5ccccc45)[CH]32)[N](c2ccccc2)C1c1ccccc1,O=C1[O][Ni]2([CH]3N(C=CN3Cc3cccc4ccccc34)Cc3ccccc3CN3C=CN(Cc4cccc5ccccc45)[CH]32)[CH](c2ccccc2)N1c1ccccc1
